설치장소명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,세부위치,관리기관명,관리기관전화번호,데이터기준일자
현덕보건지소,경기도,평택시,경기도 평택시 현덕면 인광길 84 현덕면사무소,경기도 평택시 현덕면 인광리 402-12,36.96735192,126.9214907,보건지소 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
덕목보건진료소,경기도,평택시,경기도 평택시 현덕면 현덕로 387,경기도 평택시 현덕면 덕목리 503-13,36.95205829,126.9525717,보건지소 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
포승원정진료소,경기도,평택시,경기도 평택시 포승읍 포승원정길 23,경기도 평택시 포승읍 원정리 391-22,36.9946554,126.8410176,보건지소 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
어연진료소,경기도,평택시,경기도 평택시 청북읍 청원로 427 어연리보건소,경기도 평택시 청북읍 어연리 898,37.05101936,126.977354,보건지소 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
신영진료소,경기도,평택시,경기도 평택시 포승읍 중간촌길 18-4 포승읍 신영리 보건진료소,경기도 평택시 포승읍 신영리 235-1 포승읍 신영리 보건진료소,36.95359323,126.8826219,보건지소 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
장수진료소,경기도,평택시,경기도 평택시 현덕면 장수안길 35 장수 보건진료소,경기도 평택시 현덕면 장수리 147-2 장수 보건진료소,36.93970984,126.9013137,보건지소 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
안중출장소,경기도,평택시,경기도 평택시 안중읍 서동대로 1531,경기도 평택시 안중읍 학현리 572,36.99013818,126.9201473,출장소 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
안중읍사무소,경기도,평택시,경기도 평택시 안중읍 안현로 400,경기도 평택시 안중읍 안중리 299-10,36.98559542,126.9319947,읍사무소 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
청북읍사무소,경기도,평택시,경기도 평택시 청북읍 청원로 2,경기도 평택시 청북읍 현곡리 293-4,37.04007336,126.9345828,읍사무소 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
포승읍사무소,경기도,평택시,경기도 평택시 포승읍 서동대로 1174-16 포승읍사무소,경기도 평택시 포승읍 방림리 52-13 사무소,36.98281482,126.8853066,읍사무소 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
오성면사무소,경기도,평택시,경기도 평택시 오성면 숙성길 220,경기도 평택시 오성면 숙성리 134-10,37.00712334,126.9802224,면사무소 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
현덕면사무소,경기도,평택시,경기도 평택시 현덕면 인광길 84 현덕면 행정복지센터,경기도 평택시 현덕면 인광리 402-12 행정복지센터,36.96735192,126.9214907,면사무소 내부,경기도 평택시청 평택보건소,031-8024-8622,2024-06-30
지제약국,경기도,평택시,"경기도 평택시 영신2길 19, 103호 (세교동)",,37.01598155,127.0111644,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
평택예스약국,경기도,평택시,경기도 평택시 지제동삭1로 208 (동삭동),,37.01847278,127.0871447,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
세교 봄약국,경기도,평택시,"경기도 평택시 세교7길 52, SJ빌딩 1층 102호 (세교동)",경기도 평택시 세교동 617-4,37.00645173,127.0895018,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
나음약국,경기도,평택시,"경기도 평택시 중앙로 270, 1층 101호 (합정동)",경기도 평택시 합정동 964-11,36.98989293,127.1126829,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
온정약국,경기도,평택시,"경기도 평택시 평택5로 191, 온정약국 1층 (비전동)",경기도 평택시 비전동 819,36.99650459,127.1027198,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
봄빛약국,경기도,평택시,"경기도 평택시 소사5길 24, 202호 (소사동)",,36.99071988,127.1270077,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
모산골약국,경기도,평택시,"경기도 평택시 지제동삭2로 181-24, 1층 107호 (동삭동)",경기도 평택시 동삭동 386-23,37.01772415,127.0941211,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
훈약국,경기도,평택시,경기도 평택시 평택로 95(통복동),경기도 평택시 통복동 112-25,36.99497009,127.083482,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
별빛약국,경기도,평택시,"경기도 평택시 지제동삭1로 41, 130동 2층 33호 (지제동, 지제역 더샵 센트럴시티)",경기도 평택시 지제동 33 지제역 더샵 센트럴시티,37.02217507,127.0753114,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
세교약국,경기도,평택시,"경기도 평택시 세교7길 30, 101호 (세교동)",경기도 평택시 세교동 618-6,37.00433328,127.0882237,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
그린약국,경기도,평택시,"경기도 평택시 평택로32번길 24, 1층 3호 (평택동, 라페온빌1차)",경기도 평택시 평택동 293-4 라페온빌1차,36.99104957,127.0892695,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
늘푸른온누리약국,경기도,평택시,"경기도 평택시 지제동삭2로 181-26, Adriamedi Tower 1층 2호 (동삭동)",경기도 평택시 동삭동 386-26 Adriamedi Tower,37.01772415,127.0941211,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
아이본약국,경기도,평택시,"경기도 평택시 평택5로34번길 6-1, 1층 103호 (합정동)",경기도 평택시 합정동 965-3,36.98908403,127.1117599,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
은혜약국,경기도,평택시,"경기도 평택시 중앙로 176, 118호 (합정동, 평택합정 SK VIEW 주상복합)",경기도 평택시 합정동 766-2 평택합정 SK VIEW 주상복합,36.99150637,127.1019359,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
미루나무 약국,경기도,평택시,경기도 평택시 통복로37번길 5 (통복동),경기도 평택시 통복동 110-1,36.99532539,127.0828149,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
조아약국,경기도,평택시,경기도 평택시 평택4로 46 (합정동),경기도 평택시 합정동 763-17,36.99183238,127.1009547,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
편한약국,경기도,평택시,경기도 평택시 동삭로 370-4 (동삭동),,37.0183684,127.095889,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
도담약국,경기도,평택시,경기도 평택시 동삭1로22번길 19-15 (동삭동),,37.02056006,127.0937728,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
나무약국,경기도,평택시,경기도 평택시 평택5로20번길 38 (합정동),,36.98995596,127.1138842,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
봄봄약국,경기도,평택시,"경기도 평택시 비전5로 20-18, 가로수빌딩 105호 (비전동)",경기도 평택시 비전동 1103 가로수빌딩,36.99887493,127.1135787,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
코끼리약국,경기도,평택시,"경기도 평택시 동삭1로22번길 19-17, 메인프라자 101호 (동삭동)",,37.02056006,127.0937728,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
동서약국,경기도,평택시,"경기도 평택시 통복로 45-1, 1층 (통복동)",경기도 평택시 통복동 100-1,36.99621978,127.0831075,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
김약국,경기도,평택시,"경기도 평택시 평택로 51, 평택민자역사 맞이방 3층 (평택동)",경기도 평택시 평택동 185-579 평택민자역사,36.99189577,127.0832942,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
건약국,경기도,평택시,"경기도 평택시 평택4로 41, 1층 (합정동)",경기도 평택시 합정동 762번지 6호,36.99176497,127.1003825,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
평택튼튼약국,경기도,평택시,"경기도 평택시 세교8길 30, 세교디오네프라자 125호 (세교동)",,37.0090473,127.0907181,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
바른약국,경기도,평택시,"경기도 평택시 평택2로20번길 14, 1층 (평택동)",경기도 평택시 평택동 290번지 7호,36.99248026,127.0889941,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
동삭센트럴약국,경기도,평택시,"경기도 평택시 동삭1로22번길 19-21, 동삭프라자 102호 (동삭동)",,37.02056006,127.0937728,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
에브리데이항상약국,경기도,평택시,"경기도 평택시 평남로 951, 디에이치빌딩 1동 1층 103호 (비전동)",경기도 평택시 비전동 995번지 디에이치빌딩,37.00527796,127.1034258,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
맑은약국,경기도,평택시,"경기도 평택시 비전5로 20-26, 로데오1103더테라스 129호 (비전동)",경기도 평택시 비전동 1103번지 3호,36.99884659,127.1146126,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
다온수약국,경기도,평택시,"경기도 평택시 용죽3로 18, 다온빌딩 102호 (용이동)",경기도 평택시 용이동 685번지 3호,36.99353047,127.12565,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
새서울약국,경기도,평택시,경기도 평택시 평택2로20번길 15 (평택동),경기도 평택시 평택동 289번지 2호,36.9926277,127.0894192,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
모닝약국,경기도,평택시,"경기도 평택시 소사2길 4, 1층 (소사동)",경기도 평택시 소사동 515번지,36.98991327,127.1214899,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
사랑의약국,경기도,평택시,"경기도 평택시 용죽2로 32-44, 리더스타워 102호 (용이동)",경기도 평택시 용이동 687번지 4호,36.99243911,127.1255164,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
솔약국,경기도,평택시,"경기도 평택시 비전3로 25, 골든프라자 102호 (비전동)",경기도 평택시 비전동 1027번지 3호 골든프라자,37.00243169,127.1047962,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
큰솔약국,경기도,평택시,"경기도 평택시 용죽3로 24, 105호 (용이동)",경기도 평택시 용이동 684번지 1호,36.99410549,127.1254187,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
비전중앙약국,경기도,평택시,"경기도 평택시 비전5로 16, 프라우빌딩 1층 111-나호 (비전동)",경기도 평택시 비전동 1105번지 프라우빌딩,36.99985482,127.113264,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
열린온누리약국,경기도,평택시,"경기도 평택시 상서재로 55, 근생1동 4호 (동삭동, 평택센트럴자이 3단지)",경기도 평택시 동삭동 852번지 평택센트럴자이 3단지,37.0206358,127.0978064,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
천사약국,경기도,평택시,"경기도 평택시 평택5로 30, 롯데마트 평택점 1층 (합정동)",경기도 평택시 합정동 968번지 1호 롯데마트 평택점,36.98836309,127.1117571,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
미소짓는약국,경기도,평택시,"경기도 평택시 동삭로 384, 동화메디컬 1층 (동삭동)",경기도 평택시 동삭동 340번지 13호,37.0201963,127.0968901,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
바른손약국,경기도,평택시,경기도 평택시 팽성읍 안정쇼핑로 42,경기도 평택시 팽성읍 안정리 37번지 13호,36.96128554,127.0467945,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
평택무지개약국,경기도,평택시,경기도 평택시 중앙로 29 (통복동),경기도 평택시 통복동 84번지 3호,36.99532604,127.0864099,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
정문약국,경기도,평택시,경기도 평택시 자유로3번길 20 (평택동),,36.99296161,127.0894826,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
합정약국,경기도,평택시,경기도 평택시 조개터로42번길 60-1 (합정동),경기도 평택시 합정동 776번지,36.99012312,127.1061198,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
우리동네현대약국,경기도,평택시,"경기도 평택시 세교6로 45, 상가동 205호 (세교동, 힐스테이트 평택2차)",경기도 평택시 세교동 303번지 1호 힐스테이트 평택2차,37.0103511,127.0879946,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
참바른약국,경기도,평택시,"경기도 평택시 평택로 286, 동진빌딩 102호 (세교동)",경기도 평택시 세교동 439번지,37.00884982,127.0733152,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
평택정문약국,경기도,평택시,경기도 평택시 평택로 282 (세교동),경기도 평택시 세교동 439번지 14호,37.00834593,127.0734112,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
혜우약국,경기도,평택시,"경기도 평택시 만세로 1839, 아이메듀타워 1층 103호 (비전동)",경기도 평택시 비전동 1012번지 1호 아이메듀타워,37.00446147,127.1038961,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
비전미소약국,경기도,평택시,"경기도 평택시 비전5로 37, 102호 (비전동)",경기도 평택시 비전동 1097번지 1호,37.00158681,127.1147157,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
봄봄온누리약국,경기도,평택시,"경기도 평택시 중앙로 96, 101, 102호 (합정동)",경기도 평택시 합정동 672번지 2호,36.99340888,127.0937687,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
수호온누리약국,경기도,평택시,"경기도 평택시 중앙2로 16, 104호 (평택동)",경기도 평택시 평택동 298번지 1호,36.991486,127.0886015,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
하나로약국,경기도,평택시,경기도 평택시 팽성읍 부용로55번길 3,경기도 평택시 팽성읍 객사리 168번지 10호,36.96501202,127.0609877,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
뉴그린약국,경기도,평택시,경기도 평택시 중앙로 120 (합정동),,36.99290542,127.0962912,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
다솜약국,경기도,평택시,"경기도 평택시 중앙로 176, 2층 223호 (합정동, 평택합정 SK VIEW 주상복합)",경기도 평택시 합정동 766번지 2호 평택합정 SK VIEW 주상복합,36.99150637,127.1019359,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
동산약국,경기도,평택시,"경기도 평택시 팽성읍 팽성로 92, 나동 1층",경기도 평택시 팽성읍 송화리 266번지 4호 나동 101호,36.94510578,127.0518908,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
용이푸른약국,경기도,평택시,"경기도 평택시 현신3길 76, 701동 101호 (용이동, 평택 용이2차 푸르지오)",,36.99805079,127.1425068,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
소사벌온누리약국,경기도,평택시,경기도 평택시 비전4로 47 (비전동),경기도 평택시 비전동 1096번지,37.00245984,127.1145708,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
365녹십자약국,경기도,평택시,경기도 평택시 중앙로 2 (통복동),,36.99541195,127.0835217,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
비전약국,경기도,평택시,"경기도 평택시 평남로 937 (비전동, 폴리프라자)",,37.00439362,127.1044586,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
햇살가득한약국,경기도,평택시,경기도 평택시 자유로3번길 15 (평택동),,36.99286154,127.0893602,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
조일약국,경기도,평택시,경기도 평택시 평택로32번길 2 (평택동),,36.99060966,127.0883086,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
비전하늘약국,경기도,평택시,"경기도 평택시 평남로 941 (비전동, 우성메디피아)",,37.00461677,127.1041751,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
오렌지약국,경기도,평택시,경기도 평택시 평남로 722 (비전동),,36.99418569,127.1143408,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
명약국,경기도,평택시,"경기도 평택시 비전5로 11, 4층 403호 (비전동)",,37.00012028,127.1126092,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
평택푸른약국,경기도,평택시,"경기도 평택시 평택5로 63, 103호, 104호 (비전동, 동성효성아파트)",경기도 평택시 비전동 856 동성효성아파트,36.99188685,127.1105928,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
햇살약국,경기도,평택시,"경기도 평택시 현촌4길 2-41, 103호 (용이동, 한국마트 주차빌딩)",,36.99911884,127.1332147,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
서재중앙약국,경기도,평택시,"경기도 평택시 서재로 2, 101호 (동삭동, 한주빌딩)",경기도 평택시 동삭동 711번지 13호 한주빌딩 101호,37.0098748,127.0987986,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
한빛약국,경기도,평택시,"경기도 평택시 중앙2로 13, 1층 114호 (평택동, 센텀스카이빌딩)",경기도 평택시 평택동 291번지 센텀스카이빌딩 1층 114호,36.99196305,127.0885284,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
열린약국,경기도,평택시,"경기도 평택시 서동대로 3879, 1층 103호 (용이동)",경기도 평택시 용이동 468번지 1호 1층 103호,36.99427741,127.1378531,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
드림약국,경기도,평택시,경기도 평택시 비전5로 3 (비전동),경기도 평택시 비전동 1090번지,36.99992401,127.1116678,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
유약국,경기도,평택시,"경기도 평택시 팽성읍 부용로 27, 106호",경기도 평택시 팽성읍 송화리 779번지 1호 106호,36.96323695,127.0587299,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
경희당한약국,경기도,평택시,경기도 평택시 통복시장로21번길 19 (통복동),경기도 평택시 통복동 95번지 21호,36.99731056,127.0843303,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
굿모닝팜약국,경기도,평택시,경기도 평택시 조개터로48번길 35 (합정동),경기도 평택시 합정동 772번지 3호,36.99100113,127.1042447,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
참사랑약국,경기도,평택시,경기도 평택시 중앙로 284 (합정동),경기도 평택시 합정동 966번지 6호,36.99021018,127.1141396,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
행복약국,경기도,평택시,경기도 평택시 중앙로 268 (합정동),경기도 평택시 합정동 964번지 10호,36.9898558,127.1125373,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
메디칼 세계로 약국,경기도,평택시,경기도 평택시 중앙로 9-1 (통복동),경기도 평택시 통복동 86번지 25호,36.99561797,127.0845303,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
건강약국,경기도,평택시,경기도 평택시 평택2로20번길 8 (평택동),경기도 평택시 평택동 282번지,36.99274894,127.0887774,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
느티나무약국,경기도,평택시,"경기도 평택시 원평로25번길 61-1, 301호 (군문동)",경기도 평택시 군문동 360번지 4호 301호,36.98617114,127.0829808,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
한진약국,경기도,평택시,경기도 평택시 중앙로 205 (비전동),,36.99130114,127.1057915,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
평택제일약국,경기도,평택시,경기도 평택시 중앙로 82-1 (합정동),경기도 평택시 합정동 672번지 10호,36.99372993,127.0921472,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
평택프라자약국,경기도,평택시,경기도 평택시 중앙로 84 (합정동),경기도 평택시 합정동 627번지 33호,36.99361433,127.0923508,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
삼성약국,경기도,평택시,"경기도 평택시 중앙로 335, 1,2층 103,104,203호 (비전동, 벽산아파트)",경기도 평택시 비전동 889 벽산아파트,36.99204168,127.1192861,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
동대문약국,경기도,평택시,"경기도 평택시 중앙로 335, 상가동 1층 101호, 지층 2,3,4호 (비전동, 벽산아파트)",경기도 평택시 비전동 889 벽산아파트,36.99204168,127.1192861,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
고려사약국,경기도,평택시,경기도 평택시 중앙2로 25 (평택동),경기도 평택시 평택동 292번지 6호,36.99174785,127.0898453,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
미소약국,경기도,평택시,경기도 평택시 평택2로 6 (평택동),경기도 평택시 평택동 46번지 9호 외1필지,36.99218974,127.0875371,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
안정약국,경기도,평택시,"경기도 평택시 팽성읍 안정쇼핑로 37-1, 1층 101호",경기도 평택시 팽성읍 안정리 38-10,36.96122688,127.0462226,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
평택종합약국,경기도,평택시,경기도 평택시 경기대로 267 (비전동),경기도 평택시 비전동 830번지 7호,36.99449143,127.1130453,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
성모약국,경기도,평택시,"경기도 평택시 경기대로 269 (비전동, 103호)",경기도 평택시 비전동 830-3 103호,36.99468916,127.1129756,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
유일약국,경기도,평택시,경기도 평택시 원평1로 30 (평택동),경기도 평택시 평택동 164번지 42호,36.98940947,127.0834026,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
산수유한약국,경기도,평택시,경기도 평택시 평택로 71-1 (평택동),"경기도 평택시 평택동 59번지 10호 ,31호",36.99326102,127.0850528,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
수정약국,경기도,평택시,경기도 평택시 팽성읍 안정쇼핑로 36 (외 1필지),경기도 평택시 팽성읍 안정리 148번지 5호 외 1필지,36.96084889,127.0462834,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
나라약국,경기도,평택시,경기도 평택시 평택로32번길 21 (평택동),경기도 평택시 평택동 298-3,36.99127988,127.08875,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
나래약국,경기도,평택시,경기도 평택시 중앙로 66 (평택동),경기도 평택시 평택동 284,36.99384328,127.090472,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
마트종로약국,경기도,평택시,"경기도 평택시 영신로 29 (지제동, 이마트내)",경기도 평택시 지제동 50번지,37.02111349,127.0755378,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
태평양약국,경기도,평택시,경기도 평택시 중앙로 298 (합정동),경기도 평택시 합정동 866-6,36.99049204,127.1156866,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
로데오약국,경기도,평택시,"경기도 평택시 평택로 78, 1층 (평택동)",경기도 평택시 평택동 71번지 3호,36.99398212,127.0850779,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
연희약국,경기도,평택시,경기도 평택시 중앙로 105 (비전동),경기도 평택시 비전동 731-5외 2필지,36.99357963,127.0948901,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
강남약국,경기도,평택시,"경기도 평택시 평택로 54 (평택동, 외1필지)",경기도 평택시 평택동 62번지 15호 외1필지,36.99222711,127.0865368,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
비타민약국,경기도,평택시,경기도 평택시 평택2로20번길 31 (평택동),경기도 평택시 평택동 292-7,36.99195544,127.0898878,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
한남약국,경기도,평택시,경기도 평택시 중앙로 7-1 (통복동),경기도 평택시 통복동 86-5,36.99557041,127.0842051,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
행복한약국,경기도,평택시,"경기도 평택시 세교공원로 66, 109호 (세교동, 부영아파트상가2동)",경기도 평택시 세교동 555번지 부영아파트상가2동 109호,37.00325151,127.0846524,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
큰사랑약국,경기도,평택시,경기도 평택시 중앙2로 37 (합정동),경기도 평택시 합정동 733-14,36.99156851,127.0911394,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
정다운약국,경기도,평택시,경기도 평택시 중앙로 8 (통복동),경기도 평택시 통복동 111-29,36.99522654,127.0840182,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
성심약국,경기도,평택시,경기도 평택시 중앙2로 1 (평택동),경기도 평택시 평택동 46-4,36.99198832,127.0871238,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
영진약국,경기도,평택시,경기도 평택시 평택1로 4 (평택동),경기도 평택시 평택동 45-4외1필지,36.99233011,127.0870411,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
으뜸약국,경기도,평택시,경기도 평택시 평택2로20번길 11 (평택동),경기도 평택시 평택동 289-1,36.99277049,127.0892377,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
제세온누리약국,경기도,평택시,경기도 평택시 조개터로42번길 58 (합정동),경기도 평택시 합정동 775-10,36.99017499,127.1058271,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
하늘약국,경기도,평택시,"경기도 평택시 중앙로 165 (비전동, 외 1필지)",경기도 평택시 비전동 761번지 4호 외 1필지,36.99219586,127.1013548,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
시민약국,경기도,평택시,경기도 평택시 중앙1로56번길 22-10 (비전동),경기도 평택시 비전1동 629-5,36.99673707,127.0882693,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
대학로약국,경기도,평택시,경기도 평택시 평택로 282 (세교동),경기도 평택시 세교동 439번지 14호,37.00834593,127.0734112,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
인영온누리약국,경기도,평택시,경기도 평택시 평택2로20번길 4 (평택동),경기도 평택시 평택동 43-1,36.99291902,127.0886293,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
한영약국,경기도,평택시,경기도 평택시 평택로 104 (통복동),경기도 평택시 통복동 98번지 19호,36.99591515,127.0833359,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
부영약국,경기도,평택시,"경기도 평택시 세교공원로 66, 101호 (세교동, 부영아파트상가1동)",경기도 평택시 세교동 555번지 부영아파트상가1동 101호,37.00325151,127.0846524,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
유명약국,경기도,평택시,경기도 평택시 세교상가1길 3 (세교동),경기도 평택시 세교동 561-14,37.00013885,127.079499,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
한라약국,경기도,평택시,"경기도 평택시 세교로 8, 105호 (세교동, 현대향촌아파트상가)",경기도 평택시 세교동 560번지 현대향촌아파트상가 105호,37.00276039,127.0794,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
구세약국,경기도,평택시,경기도 평택시 중앙로 162 (합정동),경기도 평택시 합정동 763,36.99195904,127.1010206,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
한마음약국,경기도,평택시,경기도 평택시 팽성읍 동서촌로 74,경기도 평택시 팽성읍 객사리 126-3,36.96443939,127.0603659,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
